thread_id,thread_depth,num_nodes,num_edges,avg_branching_factor,max_branching_factor,source_reply_count,leaf_ratio,avg_depth,source_pagerank,avg_pagerank,source_centrality,avg_centrality,user_rumor_ratio,unique_users
500224586064343040,2,8,7,0.875,6,6,0.75,1.0,0.10182859,0.125,0.85714286,0.25,0.169326,8
500225210667122690,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.307692,1
500231335668383744,2,13,2,0.153846,1,0,0.846154,0.923077,0.06802726,0.07692308,0.0,0.02564103,0.024615,10
500231484725161984,2,16,13,0.8125,12,12,0.875,0.875,0.05630565,0.0625,0.8,0.10833333,0.078125,14
500234112054341632,5,59,43,0.728814,22,22,0.711864,1.271186,0.01299074,0.01694915,0.37931034,0.0251315,0.054816,33
500234390723915776,1,39,36,0.923077,36,36,0.974359,0.923077,0.0250941,0.02564103,0.94736842,0.048583,0.068438,35
500235112785924096,1,18,14,0.777778,13,13,0.888889,0.777778,0.05076139,0.05555556,0.76470588,0.09150327,0.896296,15
500236187395571713,1,11,0,0.0,0,0,1.0,0.181818,0.09090909,0.09090909,0.0,0.0,0.074545,11
500236774103605248,2,25,20,0.8,14,14,0.8,0.92,0.03412791,0.04,0.58333333,0.06666667,0.033333,20
500237448798949376,2,21,14,0.666667,13,13,0.904762,0.714286,0.04394525,0.04761905,0.65,0.06666667,0.909166,12
500239327004471296,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500239577387659265,2,9,2,0.222222,1,0,0.777778,0.333333,0.08754628,0.11111111,0.0,0.05555556,0.0,8
500240534481666049,0,10,0,0.0,0,0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,10
500242061279637504,1,19,15,0.789474,15,15,0.947368,0.789474,0.05037784,0.05263158,0.83333333,0.0877193,0.867746,16
500246996163129344,3,30,8,0.266667,4,0,0.833333,1.166667,0.02904391,0.03333333,0.0,0.0183908,0.050926,25
500247508195749888,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.083333,5
500247666924986369,2,18,2,0.111111,1,0,0.888889,0.166667,0.04896562,0.05555556,0.0,0.0130719,0.887731,17
500249081286250496,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.52381,1
500249630664560640,3,33,26,0.787879,16,16,0.878788,1.242424,0.02729073,0.03030303,0.5,0.04924242,0.118687,25
500250188221779968,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500250935885852673,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500251242124173312,2,19,13,0.684211,10,10,0.789474,0.736842,0.04324795,0.05263158,0.55555556,0.07602339,0.730332,12
500251503903662082,0,3,0,0.0,0,0,1.0,0.0,0.33333333,0.33333333,0.0,0.0,0.0,3
500251535943942145,1,10,0,0.0,0,0,1.0,0.1,0.1,0.1,0.0,0.0,0.883333,9
500252508884070400,1,2,1,0.5,1,1,0.5,0.5,0.35087736,0.5,1.0,1.0,0.0,2
500254607470518272,1,16,14,0.875,14,14,0.9375,0.875,0.05934721,0.0625,0.93333333,0.11666667,0.678158,14
500254671337193474,0,4,0,0.0,0,0,1.0,0.0,0.25,0.25,0.0,0.0,0.0625,4
500255282757632000,2,12,11,0.916667,9,9,0.833333,1.083333,0.0725675,0.08333333,0.81818182,0.16666667,0.011905,11
500256984768475136,4,20,9,0.45,2,0,0.7,1.55,0.03569893,0.05,0.0,0.04736842,0.007143,10
500257166478282752,2,9,1,0.111111,1,0,0.888889,1.0,0.10152285,0.11111111,0.0,0.02777778,0.113492,8
500257318219837440,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500258409988763649,0,8,0,0.0,0,0,1.0,0.0,0.125,0.125,0.0,0.0,0.879762,7
500260514807947264,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.9,5
500261600579043328,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.060606,3
500263561298710528,1,18,13,0.722222,12,12,0.888889,0.722222,0.05076139,0.05555556,0.70588235,0.08496732,0.02963,15
500263680026869760,6,22,19,0.863636,12,12,0.636364,1.590909,0.02832599,0.04545455,0.57142857,0.08225108,0.93007,14
500264535471980544,4,20,8,0.4,5,0,0.8,1.3,0.04145511,0.05,0.0,0.04210526,0.076196,13
500264892134207493,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.166667,1
500265950667870209,0,15,0,0.0,0,0,1.0,0.0,0.06666667,0.06666667,0.0,0.0,0.135556,14
500266427840864256,2,19,16,0.842105,16,16,0.947368,0.947368,0.05037784,0.05263158,0.88888889,0.09356725,0.905263,18
500266967102914560,1,9,8,0.888889,8,8,0.888889,0.888889,0.10152277,0.11111111,1.0,0.22222222,0.13933,9
500266977814790144,2,14,1,0.071429,1,0,0.928571,1.071429,0.06734006,0.07142857,0.0,0.01098901,0.0,13
500269950876286976,1,19,17,0.894737,16,16,0.894737,0.894737,0.04830915,0.05263158,0.88888889,0.0994152,0.108674,18
500270055540916224,7,36,31,0.861111,22,22,0.75,1.5,0.02121674,0.02777778,0.62857143,0.04920635,0.013889,17
500270284117925888,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.094545,5
500270456830562305,0,3,0,0.0,0,0,1.0,0.0,0.33333333,0.33333333,0.0,0.0,0.0,3
500270780832174080,1,16,15,0.9375,15,15,0.9375,0.9375,0.05934721,0.0625,1.0,0.125,0.734186,15
500271532279877632,3,18,11,0.611111,11,11,0.944444,1.222222,0.05305041,0.05555556,0.64705882,0.07189542,0.094907,16
500272350906957824,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500272399867068416,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.1,5
500273257262886912,2,33,32,0.969697,31,31,0.939394,1.0,0.02879904,0.03030303,0.96875,0.06060606,0.939277,30
500274132756738048,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.116667,6
500274697485824000,1,16,15,0.9375,15,15,0.9375,0.9375,0.05934721,0.0625,1.0,0.125,0.051373,14
500275363558064128,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500275854434639872,2,11,9,0.818182,9,9,0.909091,1.0,0.08438817,0.09090909,0.9,0.16363636,0.030303,11
500276114011742208,2,17,15,0.882353,14,14,0.882353,0.941176,0.0533288,0.05882353,0.875,0.11029412,0.059715,16
500277301607542785,0,7,0,0.0,0,0,1.0,0.0,0.14285714,0.14285714,0.0,0.0,0.0,7
500277311652913152,2,7,1,0.142857,1,0,0.857143,1.0,0.12738858,0.14285714,0.0,0.04761905,0.0,7
500277382461530112,1,14,8,0.571429,7,7,0.857143,0.571429,0.06369429,0.07142857,0.53846154,0.08791209,0.035714,10
500277421506306048,4,19,17,0.894737,7,7,0.526316,1.684211,0.03230486,0.05263158,0.38888889,0.0994152,0.062297,11
500277472068263937,0,18,0,0.0,0,0,1.0,0.0,0.05555556,0.05555556,0.0,0.0,0.057143,17
500277477986828288,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.166667,4
500277481119956992,3,36,27,0.75,18,18,0.75,1.027778,0.02146563,0.02777778,0.51428571,0.04285714,0.051034,21
500277526590423041,1,23,3,0.130435,1,0,0.869565,0.130435,0.03913895,0.04347826,0.0,0.01185771,0.892512,22
500277563072475136,3,13,1,0.076923,1,0,0.923077,1.076923,0.07220216,0.07692308,0.0,0.01282051,0.961538,11
500277625773121536,1,5,0,0.0,0,0,1.0,0.8,0.2,0.2,0.0,0.0,0.7,5
500277808883830784,2,14,12,0.857143,12,12,0.928571,1.0,0.06734012,0.07142857,0.92307692,0.13186813,0.915816,13
500277854341697536,2,9,0,0.0,0,0,1.0,0.666667,0.11111111,0.11111111,0.0,0.0,0.111111,5
500277940253634561,2,19,5,0.263158,3,0,0.842105,0.368421,0.04538923,0.05263158,0.0,0.02923977,0.759552,18
500278045597368320,2,16,13,0.8125,11,11,0.8125,0.875,0.05371819,0.0625,0.73333333,0.10833333,0.826667,14
500278169828470784,3,35,27,0.771429,17,17,0.685714,1.057143,0.02136641,0.02857143,0.5,0.04537815,0.87551,20
500278365031370752,1,9,0,0.0,0,0,1.0,0.777778,0.11111111,0.11111111,0.0,0.0,0.702924,9
500278485001457664,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,1.0,3
500278858156085248,3,7,6,0.857143,4,4,0.571429,1.285714,0.09428049,0.14285714,0.66666667,0.28571429,0.85119,5
500278944881725440,1,9,8,0.888889,8,8,0.888889,0.888889,0.10152277,0.11111111,1.0,0.22222222,0.898323,9
500278978557804544,1,13,0,0.0,0,0,1.0,0.615385,0.07692308,0.07692308,0.0,0.0,0.115385,10
500279160795721728,9,95,54,0.568421,15,15,0.694737,1.536842,0.00788637,0.01052632,0.15957447,0.01209406,0.890967,30
500279189405433858,2,38,5,0.131579,2,0,0.894737,0.157895,0.02374027,0.02631579,0.0,0.00711238,0.880358,22
500279519455219712,2,16,9,0.5625,7,7,0.8125,0.6875,0.05331505,0.0625,0.46666667,0.075,0.792614,13
500279571988877312,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.166667,3
500279951275606017,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.666667,1
500280176924557314,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500280249629036544,4,28,12,0.428571,2,0,0.678571,1.392857,0.02588031,0.03571429,0.0,0.03174603,0.920238,13
500280304146612224,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1
500280422295937024,1,14,11,0.785714,11,11,0.928571,0.785714,0.06734012,0.07142857,0.84615385,0.12087912,0.985714,14
500280477920796672,5,39,32,0.820513,25,25,0.820513,1.153846,0.02095007,0.02564103,0.65789474,0.04318489,0.927778,33
500280658665537537,6,60,38,0.633333,4,0,0.55,1.566667,0.01000908,0.01666667,0.0,0.02146893,0.983333,15
500280809652514816,10,228,139,0.609649,8,4,0.666667,2.057018,0.0031457,0.00438596,0.01762115,0.00537136,0.993017,6
500280838710247424,3,39,31,0.794872,22,22,0.794872,1.076923,0.02083025,0.02564103,0.57894737,0.04183536,0.863462,30
500280847912955904,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.444444,3
500281037486698498,1,15,0,0.0,0,0,1.0,0.066667,0.06666667,0.06666667,0.0,0.0,0.08,14
500281094239817728,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.761111,6
500281131057811456,4,21,19,0.904762,15,15,0.809524,1.238095,0.03864447,0.04761905,0.75,0.09047619,0.876984,15
500281856559161344,5,38,2,0.052632,1,0,0.947368,1.184211,0.02518892,0.02631579,0.0,0.00284495,0.847807,33
500282606316158976,1,5,3,0.6,3,3,0.8,0.6,0.17094005,0.2,0.75,0.3,0.133333,4
500282674200604672,1,9,8,0.888889,8,8,0.888889,0.888889,0.10152277,0.11111111,1.0,0.22222222,0.190572,9
500283013541163008,3,25,20,0.8,11,11,0.72,1.2,0.03075354,0.04,0.45833333,0.06666667,0.156381,13
500283291493494784,6,29,25,0.862069,19,19,0.758621,1.413793,0.02418446,0.03448276,0.67857143,0.06157635,0.95493,23
500283314230419456,2,13,10,0.769231,10,10,0.923077,0.923077,0.07220225,0.07692308,0.83333333,0.12820513,0.746593,11
500283831803326464,2,7,4,0.571429,2,2,0.714286,0.857143,0.1103601,0.14285714,0.33333333,0.19047619,0.846617,4
500283877567770624,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.625,1
500284091305299968,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500284377490665472,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.628182,4
500284494201757696,4,67,47,0.701493,27,27,0.761194,1.029851,0.01163328,0.01492537,0.40909091,0.02125735,0.909597,36
500284699546517505,3,16,3,0.1875,1,0,0.8125,0.375,0.04852212,0.0625,0.0,0.025,0.678207,13
500284699760427009,6,32,11,0.34375,2,0,0.71875,1.09375,0.02121201,0.03125,0.0,0.02217742,0.868092,13
500284871541940225,0,8,0,0.0,0,0,1.0,0.0,0.125,0.125,0.0,0.0,0.813333,8
500285282650832896,2,10,9,0.9,8,8,0.8,1.0,0.08481539,0.1,0.88888889,0.2,0.11,9
500285732578013185,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500285919539511296,1,18,17,0.944444,17,17,0.944444,0.944444,0.05305013,0.05555556,1.0,0.11111111,0.875176,18
500285938824908801,2,8,2,0.25,1,0,0.75,0.375,0.09594626,0.125,0.0,0.07142857,0.958333,7
500285962342367232,9,42,37,0.880952,22,22,0.714286,2.571429,0.01650662,0.02380952,0.53658537,0.04297329,0.038095,25
500286058664579072,4,74,48,0.648649,21,21,0.743243,1.067568,0.01065458,0.01351351,0.28767123,0.0177712,0.933065,24
500286059918274561,1,18,2,0.111111,1,0,0.888889,0.111111,0.05076139,0.05555556,0.0,0.0130719,0.842593,14
500286170035523585,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
500286293688193024,4,15,10,0.666667,4,4,0.6,1.4,0.04357884,0.06666667,0.28571429,0.0952381,0.933333,8
500286460210462720,1,48,32,0.666667,29,29,0.9375,0.666667,0.0197824,0.02083333,0.61702128,0.02836879,0.044934,35
500286805720449025,1,13,2,0.153846,1,0,0.846154,0.230769,0.06802726,0.07692308,0.0,0.02564103,0.761905,12
500286865963245568,1,10,9,0.9,9,9,0.9,0.9,0.09216586,0.1,1.0,0.2,0.085606,10
500286984162525184,10,130,61,0.469231,7,7,0.653846,1.530769,0.00560477,0.00769231,0.05426357,0.0072749,0.950586,14
500287224957898752,6,12,6,0.5,2,0,0.583333,2.166667,0.0481905,0.08333333,0.0,0.09090909,0.663636,6
500287295485128704,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1
500287313256402945,1,5,1,0.2,1,0,0.8,0.2,0.17094019,0.2,0.0,0.1,1.0,4
500287479015292928,2,12,5,0.416667,5,5,0.916667,0.583333,0.077821,0.08333333,0.45454545,0.07575758,1.0,8
500287491182579712,2,20,19,0.95,16,16,0.9,1.1,0.04598726,0.05,0.84210526,0.1,0.768506,18
500287538578587648,4,13,11,0.846154,7,7,0.692308,1.461538,0.0554969,0.07692308,0.58333333,0.14102564,0.534341,9
500287595403022336,2,11,2,0.181818,2,0,0.909091,0.909091,0.08438817,0.09090909,0.0,0.03636364,0.818182,8
500287815734013952,1,16,0,0.0,0,0,1.0,0.9375,0.0625,0.0625,0.0,0.0,0.826042,13
500287857727377408,1,4,3,0.75,3,3,0.75,0.75,0.20618575,0.25,1.0,0.5,0.875,4
500288263320768512,1,8,6,0.75,6,6,0.875,0.75,0.11299419,0.125,0.85714286,0.21428571,0.791667,8
500288284195426305,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.24,1
500288349924782080,1,18,10,0.555556,9,9,0.888889,0.555556,0.05076139,0.05555556,0.52941176,0.06535948,0.803241,13
500288581081260032,1,5,4,0.8,4,4,0.8,0.8,0.17094005,0.2,1.0,0.4,0.766667,5
500288693031419904,5,32,25,0.78125,19,19,0.78125,1.125,0.02262041,0.03125,0.61290323,0.05040323,0.076754,21
500288971197263873,1,19,3,0.157895,2,0,0.894737,0.157895,0.04830915,0.05263158,0.0,0.01754386,0.947368,16
500289088285863936,2,14,1,0.071429,1,0,0.928571,0.785714,0.06734006,0.07142857,0.0,0.01098901,0.20119,9
500289154581008384,1,8,7,0.875,7,7,0.875,0.875,0.11299419,0.125,1.0,0.25,0.607576,8
500289307257868288,2,17,14,0.823529,13,13,0.882353,1.0,0.05331748,0.05882353,0.8125,0.10294118,0.701821,12
500290098647547904,1,15,14,0.933333,14,14,0.933333,0.933333,0.06309152,0.06666667,1.0,0.13333333,0.061333,14
500290456845299714,3,38,12,0.315789,3,0,0.736842,0.421053,0.02059342,0.02631579,0.0,0.0170697,0.946366,22
500290464621559808,1,18,16,0.888889,16,16,0.944444,0.888889,0.05305041,0.05555556,0.94117647,0.10457516,0.932226,17
500290867681587200,2,19,18,0.947368,17,17,0.894737,1.0,0.04821023,0.05263158,0.94444444,0.10526316,0.715539,18
500290977798836225,2,21,4,0.190476,2,0,0.857143,0.285714,0.04182134,0.04761905,0.0,0.01904762,0.785354,16
500291013521334272,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500291056445845504,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.666667,1
500291116403789824,2,14,10,0.714286,4,4,0.571429,0.928571,0.04910523,0.07142857,0.30769231,0.10989011,0.687642,10
500292129802186752,1,6,0,0.0,0,0,1.0,0.833333,0.16666667,0.16666667,0.0,0.0,0.0,6
500292202845982720,7,59,44,0.745763,7,7,0.576271,2.983051,0.01088202,0.01694915,0.12068966,0.02571596,0.779202,13
500292426154528770,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1
500292684192686080,1,7,6,0.857143,6,6,0.857143,0.857143,0.12738858,0.14285714,1.0,0.28571429,0.083333,7
500292806175236096,1,19,16,0.842105,15,15,0.894737,0.842105,0.04830915,0.05263158,0.83333333,0.09356725,0.777973,16
500292917957648384,4,42,30,0.714286,12,12,0.642857,1.309524,0.01628293,0.02380952,0.29268293,0.03484321,0.845166,20
500293392060780546,4,136,54,0.397059,4,0,0.720588,0.742647,0.00567377,0.00735294,0.0,0.00588235,0.893421,21
500293511632388097,0,2,0,0.0,0,0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,2
500293830827331584,5,47,35,0.744681,20,20,0.723404,1.255319,0.01536026,0.0212766,0.43478261,0.03237743,0.079394,21
500293872162205697,2,9,3,0.333333,1,0,0.666667,0.444444,0.08148297,0.11111111,0.0,0.08333333,1.0,6
500294349872062464,10,44,33,0.75,8,8,0.5,3.272727,0.01194056,0.02272727,0.18604651,0.03488372,0.912809,18
500294693356175360,2,35,21,0.6,15,15,0.857143,0.628571,0.02544643,0.02857143,0.44117647,0.03529412,0.896088,19
500294803402137600,3,19,17,0.894737,14,14,0.842105,1.157895,0.04470683,0.05263158,0.77777778,0.0994152,0.833333,15
500295333486657536,2,29,3,0.103448,1,0,0.896552,1.0,0.03169571,0.03448276,0.0,0.00738916,0.837028,24
500295393301647360,3,9,7,0.777778,5,5,0.666667,1.333333,0.08551038,0.11111111,0.625,0.19444444,0.708586,6
500295570393542657,2,38,7,0.184211,3,0,0.868421,0.210526,0.0232707,0.02631579,0.0,0.00995733,0.033686,19
500296080710705152,5,34,6,0.176471,1,0,0.823529,1.294118,0.02286226,0.02941176,0.0,0.01069519,0.856863,26
500296090671796224,5,28,18,0.642857,8,8,0.642857,1.428571,0.02405388,0.03571429,0.2962963,0.04761905,0.02381,12
500296158476906496,2,18,16,0.888889,12,12,0.777778,1.0,0.04646759,0.05555556,0.70588235,0.10457516,0.785399,15
500296369224310784,3,17,14,0.823529,13,13,0.882353,1.058824,0.05347588,0.05882353,0.8125,0.10294118,0.096872,15
500296692713783298,1,19,1,0.052632,1,0,0.947368,0.105263,0.05037784,0.05263158,0.0,0.00584795,0.847619,16
500296988077076480,3,39,25,0.641026,14,14,0.794872,0.948718,0.02124441,0.02564103,0.36842105,0.03373819,0.021368,17
500297243371798528,6,127,87,0.685039,26,26,0.685039,1.622047,0.00573695,0.00787402,0.20634921,0.01087364,0.033041,38
500297358908071936,5,49,13,0.265306,2,0,0.77551,1.367347,0.01537293,0.02040816,0.0,0.01105442,0.775959,30
500298091627823104,3,36,25,0.694444,13,13,0.75,1.0,0.02213084,0.02777778,0.37142857,0.03968254,0.905261,23
500298315368390657,0,7,0,0.0,0,0,1.0,0.0,0.14285714,0.14285714,0.0,0.0,0.852041,7
500298588992593920,3,19,15,0.789474,12,12,0.789474,1.052632,0.04452316,0.05263158,0.66666667,0.0877193,0.938596,10
500298752469770240,6,44,34,0.772727,14,14,0.568182,1.590909,0.01478598,0.02272727,0.3255814,0.0359408,0.893804,18
500298847550472194,7,64,21,0.328125,3,0,0.734375,0.90625,0.01080939,0.015625,0.0,0.01041667,0.889974,33
500298981558063107,0,24,0,0.0,0,0,1.0,0.0,0.04166667,0.04166667,0.0,0.0,0.8619,23
500299227969646592,2,19,16,0.842105,12,12,0.736842,1.0,0.04267915,0.05263158,0.66666667,0.09356725,0.194737,13
500299904817049600,1,20,19,0.95,19,19,0.95,0.95,0.04796147,0.05,1.0,0.1,0.854167,19
500300813835988992,1,15,12,0.8,12,12,0.933333,0.8,0.06309152,0.06666667,0.85714286,0.11428571,0.944444,13
500300944891199488,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500301418406744064,2,18,15,0.833333,14,14,0.888889,0.888889,0.0506288,0.05555556,0.82352941,0.09803922,0.741821,17
500301494340419585,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.833333,1
500301519854379008,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.944444,5
500301870145880064,1,18,16,0.888889,16,16,0.944444,0.888889,0.05305041,0.05555556,0.94117647,0.10457516,0.027778,16
500302115458523136,1,4,0,0.0,0,0,1.0,0.75,0.25,0.25,0.0,0.0,1.0,4
500302383747194880,7,138,93,0.673913,9,9,0.666667,1.862319,0.00516115,0.00724638,0.06569343,0.00983815,0.038243,15
500302577557573632,3,19,11,0.578947,2,2,0.578947,0.947368,0.03536753,0.05263158,0.11111111,0.06432749,0.0,3
500303238810574849,0,17,0,0.0,0,0,1.0,0.0,0.05882353,0.05882353,0.0,0.0,0.897059,14
500303431928922113,1,18,1,0.055556,1,0,0.944444,0.055556,0.05305041,0.05555556,0.0,0.00653595,0.736532,17
500303864495882240,4,19,12,0.631579,7,7,0.789474,1.157895,0.04443816,0.05263158,0.38888889,0.07017544,0.157519,10
500305514447003649,0,11,0,0.0,0,0,1.0,0.0,0.09090909,0.09090909,0.0,0.0,0.661137,10
500306187624407040,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.181818,1
500306548841660416,5,39,27,0.692308,16,16,0.769231,1.179487,0.01993666,0.02564103,0.42105263,0.03643725,0.015728,21
500306837103968257,6,66,34,0.515152,4,0,0.636364,1.333333,0.01044676,0.01515152,0.0,0.01585082,0.096854,15
500307001629745152,6,89,52,0.58427,4,0,0.595506,1.797753,0.00737065,0.01123596,0.0,0.01327886,0.982076,10
500307273659318272,1,11,8,0.727273,8,8,0.909091,0.727273,0.08438817,0.09090909,0.8,0.14545455,0.0,10
500307863894786048,1,6,5,0.833333,5,5,0.833333,0.833333,0.14598557,0.16666667,1.0,0.33333333,0.055556,6
500308076004929537,2,19,9,0.473684,3,0,0.736842,0.736842,0.04235262,0.05263158,0.0,0.05263158,0.813283,12
500308546815131648,6,104,54,0.519231,9,9,0.701923,1.019231,0.00728963,0.00961538,0.08737864,0.01008215,0.031731,17
500308574703452160,7,72,38,0.527778,4,4,0.666667,1.472222,0.00978945,0.01388889,0.05633803,0.01486698,0.928273,12
500308705083400193,3,18,6,0.333333,2,0,0.777778,0.611111,0.04387739,0.05555556,0.0,0.03921569,0.944444,15
500308708988301312,1,16,14,0.875,13,13,0.875,0.875,0.05649709,0.0625,0.86666667,0.11666667,0.650618,15
500308900957405185,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.181818,1
500309193526882306,0,16,0,0.0,0,0,1.0,0.0,0.0625,0.0625,0.0,0.0,0.878788,12
500309222635360256,3,37,27,0.72973,23,23,0.864865,0.864865,0.02375666,0.02702703,0.63888889,0.04054054,0.868049,26
500309381930844160,1,18,8,0.444444,7,7,0.888889,0.611111,0.05076139,0.05555556,0.41176471,0.05228758,0.921935,7
500309745350508545,1,11,1,0.090909,1,0,0.909091,0.090909,0.08438817,0.09090909,0.0,0.01818182,0.797544,10
500310127896199168,1,14,10,0.714286,10,10,0.928571,0.714286,0.06734012,0.07142857,0.76923077,0.10989011,0.891514,11
500310319844298752,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.714286,1
500311153583853570,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
500311883669585920,1,14,13,0.928571,13,13,0.928571,0.928571,0.06734012,0.07142857,1.0,0.14285714,0.018141,13
500312651797233665,2,24,0,0.0,0,0,1.0,0.125,0.04166667,0.04166667,0.0,0.0,0.077778,13
500312670260957185,2,13,3,0.230769,1,0,0.769231,0.307692,0.06145338,0.07692308,0.0,0.03846154,0.811966,10
500313811195158528,1,10,9,0.9,9,9,0.9,0.9,0.09216586,0.1,1.0,0.2,0.123148,9
500314015609147392,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.666667,1
500314545345552384,2,13,12,0.923077,10,10,0.769231,1.076923,0.06371645,0.07692308,0.83333333,0.15384615,0.0,12
500314788610985984,1,3,2,0.666667,2,2,0.666667,0.666667,0.25974051,0.33333333,1.0,0.66666667,0.227273,3
500314823117115393,0,7,0,0.0,0,0,1.0,0.0,0.14285714,0.14285714,0.0,0.0,0.029667,7
500315237375954944,6,35,9,0.257143,2,0,0.8,1.657143,0.02350259,0.02857143,0.0,0.01512605,0.081868,20
500315291168276480,1,8,7,0.875,7,7,0.875,0.875,0.11299419,0.125,1.0,0.25,0.791667,8
500315532382707712,2,9,8,0.888889,7,7,0.777778,1.0,0.09256502,0.11111111,0.875,0.22222222,0.037037,9
500315536937324544,1,2,0,0.0,0,0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,2
500315609171636225,0,16,0,0.0,0,0,1.0,0.0,0.0625,0.0625,0.0,0.0,0.096065,16
500315907567001600,0,1,0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.064815,1
500315984910372864,2,19,9,0.473684,6,6,0.842105,0.526316,0.0456387,0.05263158,0.33333333,0.05263158,0.069298,15
500316005089181697,3,24,6,0.25,2,0,0.791667,0.375,0.03373728,0.04166667,0.0,0.02173913,0.909722,15
500316260081889282,1,17,2,0.117647,1,0,0.882353,0.117647,0.05347594,0.05882353,0.0,0.01470588,0.044118,14
500316380063748096,2,19,17,0.894737,15,15,0.842105,0.947368,0.04630024,0.05263158,0.83333333,0.0994152,0.111598,17
500317579060449280,5,47,37,0.787234,24,24,0.723404,1.106383,0.01516738,0.0212766,0.52173913,0.03422757,0.021277,27
500317687239966722,1,18,2,0.111111,1,0,0.888889,0.111111,0.05076139,0.05555556,0.0,0.0130719,0.177469,16
500318003024494596,0,16,0,0.0,0,0,1.0,0.0,0.0625,0.0625,0.0,0.0,0.095916,16
500318336719134720,4,34,24,0.705882,10,10,0.735294,1.382353,0.0229276,0.02941176,0.3030303,0.04278075,0.003813,14
500318966422589440,1,10,9,0.9,9,9,0.9,0.9,0.09216586,0.1,1.0,0.2,0.031481,10
500318980007948288,5,47,32,0.680851,13,13,0.680851,1.404255,0.0158446,0.0212766,0.2826087,0.02960222,0.0895,22
500319233558192128,1,7,6,0.857143,6,6,0.857143,0.857143,0.12738858,0.14285714,1.0,0.28571429,0.158163,7
500319675797209088,2,12,11,0.916667,10,10,0.833333,1.0,0.07260977,0.08333333,0.90909091,0.16666667,0.853632,11
